privateQuery,scrambledQuery,score
east ridge high school,Champlin Lumberjacks Chisago,1
east ridge high school,Braedon Lyden,1
east ridge high school,akeley h beardsley h,1
east ridge high school,Mounds Eastview Varsity JV vs,0
east ridge high school,don mace national origin parkrose news,1
east ridge high school,WDODs,1
east ridge high school,WUES federal employment Coordinator County Union,1
east ridge high school,Prairie Christian River Minnesota Saint,1
east ridge high school,Stulce WDOD,1
east ridge high school,Rosemount Rocori Roseau,1
east ridge high school,Woodbury baseball gathered,1
east ridge high school,albertville h elrosa h grey eagle h beardsley h,1
east ridge high school,Lumberjacks Burnsville Park,1
east ridge high school,Valley Prairie Christian Minnesota Central Saint,1
east ridge high school,web communication coordinator don mace race color parkrose news gateway news,1
east ridge high school,Saint Christian River Rapids,1
east ridge high school,albertville h elrosa h akeley h beardsley h g h,1
east ridge high school,Hiawatha Mariucci,1
east ridge high school,Saint Park Rapids Girls,1
east ridge high school,Union federal students County,1
east ridge high school,Shakopee Stormin CountyElyBabbit,1
east ridge high school,Lumberjacks Burnsville Buffalo,1
east ridge high school,Mariucci MidState Longbow,1
east ridge high school,don mace parkrose news gateway news employment activitie national origin,1
east ridge high school,employment activitie national origin parkrose news gateway news,1
east ridge high school,Woodbury Standings Wrenshall,1
east ridge high school,Raptors Suburban Conference,1
east ridge high school,Elkettes,1
east ridge high school,Saint Minnesota River Valley,1
east ridge high school,WDOD On,1
east ridge high school,federal students employment County Union,1
east ridge high school,CambridgeIsanti,1
east ridge high school,Saint Minnesota River Central,1
east ridge high school,JV Woodbury,1
east ridge high school,albertville h elrosa h beardsley h,1
east ridge high school,Midcounty Parkrose sedulously,1
east ridge high school,Mounds Hastings pm,1
east ridge high school,Simley Stormin BayTwo,1
east ridge high school,Raptors Stillwater team,1
east ridge high school,Mounds Varsity Hastings,1
east ridge high school,Woodbury Raptors,1
east ridge high school,Parkrose DeWhitt,1
east ridge high school,national origin parkrose news gateway news,1
east ridge high school,Parkrose Multnomah,1
east ridge high school,Portland Parkrose Fir Douglas,1
east ridge high school,don mace race color parkrose news accountability agreement,1
east ridge high school,Mahtomedi MACCRAY,1
east ridge high school,Woodburys Boys Parks,1
east ridge high school,Acuff Stulce WDOD,1
east ridge high school,albertville h elrosa h beardsley h g h,1
east ridge high school,Elkettes sedulously,1
east ridge high school,Pahl Braedon,1
east ridge high school,federal students employment Coordinator County Union,1
east ridge high school,Woodbury girls Park,1
east ridge high school,Valley Prairie River Minnesota Central Saint,1
east ridge high school,Shakopee Stormin,1
east ridge high school,Saint Paul Christian Cotter,1
