privateQuery,scrambledQuery,score
illinois state tax,Padgitt,1
illinois state tax,Sarah Day Padgitt,1
illinois state tax,For Radinsky lowpaid,1
illinois state tax,Joseph Prante Foundation,1
illinois state tax,Prante Demagogue,1
illinois state tax,new york gerald prante adobe acrobat reader plug,1
illinois state tax,CTBA Medicaid,1
illinois state tax,solve CTBA,1
illinois state tax,The But Radinsky,1
illinois state tax,gerald prante adobe acrobat reader plug anthony deluca loose tobacco,1
illinois state tax,mark robyn gerald prante alicia hansen chris atkins,1
illinois state tax,Henchman Robyn Fiscal,1
illinois state tax,alicia hansen gerald prante joseph henchman chris atkins new york,1
illinois state tax,Henchman Robyn,1
illinois state tax,SmokeFree cigarette DeLuca tobacco County,1
illinois state tax,A Not Unterweiser,1
illinois state tax,federal exempt california pa,1
illinois state tax,enrollees economy CTBA,1
illinois state tax,joseph henchman chris atkins matt moon,1
illinois state tax,Sales Joseph Kail,1
illinois state tax,mark robyn chris atkins chicago heights anthony deluca,1
illinois state tax,Medicaid Fiscal CTBA,1
illinois state tax,matt moon alicia hansen chris atkins,1
illinois state tax,chris atkins fiscal year matt moon,1
illinois state tax,citizen Quinn Amazon,1
illinois state tax,chicago heights gerald prante anthony deluca legislation pass,1
illinois state tax,CTBA spending,1
illinois state tax,alicia hansen gerald prante chris atkins,1
illinois state tax,Radinsky With,1
illinois state tax,Bill Quinn affiliates Internet,1
illinois state tax,alicia hansen joseph henchman,1
illinois state tax,adobe acrobat reader plug chicago heights gerald prante anthony deluca loose tobacco,1
illinois state tax,gerald prante loose tobacco,1
illinois state tax,alicia hansen gerald prante new podcast joseph henchman chris atkins,1
illinois state tax,Again Joseph Robyn,1
illinois state tax,SmokeFree cigarette cigars smoking tobacco,1
illinois state tax,Vondjidis Sogg,1
illinois state tax,smoking cigarette SmokeFree cigars,1
illinois state tax,A Lottery Prante,1
illinois state tax,For Then Radinsky,1
illinois state tax,The In Decduct,1
illinois state tax,tf staff matt moon chris atkins,1
illinois state tax,Henchman Chicago Blagojevich Tribune,1
illinois state tax,alicia hansen chris atkins,1
illinois state tax,chris atkins gerald prante anthony deluca,1
illinois state tax,chicago heights gerald prante anthony deluca loose tobacco new york legislation pass,1
illinois state tax,Decduct AND,1
illinois state tax,Economy Medicaid CTBA,1
illinois state tax,Space Governor Bill Quinn affiliates Internet budget,1
illinois state tax,SmokeFree cigarette cigars smoking tobacco County,1
illinois state tax,Radinsky Cubs,1
illinois state tax,mark robyn gerald prante adobe acrobat reader plug,1
