privateQuery,scrambledQuery,score
sore throat,medical esophageal swallowing strep fever,1
sore throat,Recipezaar Cefzil,1
sore throat,Glasziou epiglottitis,1
sore throat,prompt professional medical advice symptom distinction symptom complication condition glandular fever rheumatic fever list condition,1
sore throat,Epiglottitis Mononucleosis It,1
sore throat,Ullman strep viral,1
sore throat,symptom swollen Streptococcal,1
sore throat,tonsils symptoms strep fever rheumatic,1
sore throat,rheumatic fever list inaccurate incomplete glandular fever,1
sore throat,Nilendu Vapor,1
sore throat,germicidal eugenol,1
sore throat,rheumatic fever distinction symptom complication condition,1
sore throat,ThroatIf,-1
sore throat,symptom fever swallowing,1
sore throat,fever rheumatic tonsils,1
sore throat,Larynx Streptococcal,1
sore throat,This Recipezaar Cefzil,1
sore throat,strep viral,1
sore throat,medical esophageal causes fever,1
sore throat,home remedie rheumatic fever list condition glandular fever,1
sore throat,symptom medical fever swallowing,1
sore throat,strep neck virus,1
sore throat,symptom medical esophageal strep,1
sore throat,information site distinction symptom complication condition term use list inaccurate incomplete glandular fever home remedie rheumatic fever list condition,1
sore throat,list inaccurate incomplete glandular fever distinction symptom complication condition,1
sore throat,strep adenoviruses,1
sore throat,symptoms tongue,1
sore throat,Cefprozil Recipezaar Cefzil,1
sore throat,prompt professional medical advice symptom distinction symptom complication condition rheumatic fever,1
sore throat,tonsils due strep viral,1
sore throat,list inaccurate incomplete term use glandular fever distinction symptom complication condition,1
sore throat,symptom esophageal swallowing strep fever,1
sore throat,esophageal causes strep swallowing,1
sore throat,Strep blisters summer,1
sore throat,prompt professional medical advice symptom glandular fever information site distinction symptom complication condition,1
sore throat,To ThroatIf,-1
sore throat,canker Toothache,1
sore throat,circumstances strep viral,1
sore throat,symptom medical esophageal swallowing causes strep fever,1
sore throat,list inaccurate incomplete glandular fever list condition,1
sore throat,home remedie rheumatic fever term use glandular fever,1
sore throat,anglefood,1
sore throat,esophageal strep swallowing,1
sore throat,distinction symptom complication condition glandular fever home remedie rheumatic fever,1
sore throat,rheumatic fever glandular fever information site site informational purpose,1
sore throat,rheumatic fever list inaccurate incomplete prompt professional medical advice symptom,1
sore throat,strep rheumatic,1
sore throat,symptom caused Scratchy,1
sore throat,adenotonsillectomy apnoea,1
sore throat,rheumatic fever term use glandular fever,1
sore throat,site informational purpose glandular fever rheumatic fever list condition,1
sore throat,strep rheumatic tonsils child symptoms,1
sore throat,viral due strep,1
sore throat,rheumatic fever list condition glandular fever information site,1
sore throat,tonsils strep fever rheumatic,1
sore throat,information site distinction symptom complication condition list inaccurate incomplete glandular fever home remedie rheumatic fever,1
sore throat,swallow common fever,1
sore throat,salt strep swollen,1
sore throat,tonsils Adenoviruses adenoviruses,1
sore throat,list condition list inaccurate incomplete term use glandular fever,1
sore throat,distinction symptom complication condition glandular fever rheumatic fever,1
sore throat,glands strep virus,1
sore throat,symptoms caused Scratchy,1
sore throat,Epiglottitis Mononucleosis,1
sore throat,swollen Streptococcal Symptoms,1
sore throat,The To ThroatIf,0
sore throat,bacterial Strep blisters,1
sore throat,glandular fever rheumatic fever,1
sore throat,home remedie rheumatic fever information site,1
sore throat,symptom esophageal fever,1
sore throat,The ThroatIf,0
sore throat,Zieve MHA Spinks,1
sore throat,symptom esophageal causes strep,1
sore throat,chickenpox strep tonsillitis,1
sore throat,information site term use glandular fever rheumatic fever list condition,1
sore throat,Cefprozil Recipezaar Soreandstrepthroataway,-1
sore throat,distinction symptom complication condition term use glandular fever rheumatic fever,1
sore throat,medical fever strep swallowing,1
sore throat,medical esophageal causes strep,1
sore throat,Recipezaar Recipezaarcom Cefzil,1
sore throat,scratchiness swallow fever,1
sore throat,home remedie list inaccurate incomplete glandular fever distinction symptom complication condition,1
sore throat,symptoms scratchiness swallow,1
sore throat,TonsillectomyA,1
sore throat,Zieve epiglottitis,1
sore throat,tonsils glands strep,1
sore throat,list inaccurate incomplete term use glandular fever,1
sore throat,strep fever rheumatic tonsils children,1
sore throat,swollen dry Pharyngitis,1
sore throat,distinction symptom complication condition glandular fever rheumatic fever list condition,1
sore throat,strep lump Laryngitis,1
sore throat,Neosporin aphthous,1
sore throat,information site glandular fever rheumatic fever,1
sore throat,prompt professional medical advice symptom term use list inaccurate incomplete glandular fever rheumatic fever,1
sore throat,drooling causing viral,1
sore throat,tonsils Strep,1
sore throat,symptom esophageal fever strep,1
sore throat,tonsils strep,1
sore throat,list inaccurate incomplete glandular fever site informational purpose,1
sore throat,information site distinction symptom complication condition site informational purpose term use list inaccurate incomplete glandular fever rheumatic fever,1
sore throat,symptom fever causes swallowing,1
sore throat,Vapor Pingback ginger,1
sore throat,list inaccurate incomplete prompt professional medical advice symptom glandular fever,1
sore throat,list inaccurate incomplete glandular fever information site distinction symptom complication condition,1
sore throat,thoart fungas,1
sore throat,Neosporin toothache,1
sore throat,rheumatic fever list inaccurate incomplete prompt professional medical advice symptom glandular fever,1
sore throat,causing strep viral,1
sore throat,tonsils strep rheumatic,1
sore throat,tonsils symptoms strep fever rheumatic child,1
sore throat,strep rheumatic tonsils symptoms,1
sore throat,rheumatic fever prompt professional medical advice symptom information site distinction symptom complication condition,1
sore throat,information site site informational purpose glandular fever rheumatic fever list condition,1
sore throat,symptoms bleeding tongue Syndrome,1
sore throat,information site distinction symptom complication condition list inaccurate incomplete glandular fever rheumatic fever,1
sore throat,symptoms tongue esophagus Disease,1
sore throat,distinction symptom complication condition glandular fever home remedie rheumatic fever list condition,1
sore throat,symptoms causes strep cancer,1
sore throat,information site distinction symptom complication condition site informational purpose term use list inaccurate incomplete glandular fever home remedie rheumatic fever,1
sore throat,Recipezaar Cefzil Soreandstrepthroataway,-1
sore throat,information site distinction symptom complication condition site informational purpose list inaccurate incomplete glandular fever home remedie rheumatic fever,1
sore throat,glands swollen,1
sore throat,Noninfectious WrongDiagnosis,1
sore throat,Zieve Glasziou,1
sore throat,rheumatic fever list inaccurate incomplete glandular fever information site,1
sore throat,strep fever rheumatic tonsils child,1
sore throat,swollen Pharyngitis Syndrome,1
sore throat,information site site informational purpose term use glandular fever rheumatic fever,1
sore throat,distinction symptom complication condition site informational purpose list inaccurate incomplete glandular fever home remedie rheumatic fever,1
sore throat,fever causes strep swallowing,1
sore throat,swallowing swollen listing,1
sore throat,rheumatic fever glandular fever distinction symptom complication condition site informational purpose,1
sore throat,WrongDiagnosis,1
sore throat,swollen fever dry,1
sore throat,similar mouth Strep,1
sore throat,tonsils medical Strep Mononucleosis fever,1
sore throat,prompt professional medical advice symptom distinction symptom complication condition glandular fever rheumatic fever,1
sore throat,medical swallowing causes fever,1
sore throat,Neosporin stomatitis aphthous,1
sore throat,prompt professional medical advice symptom distinction symptom complication condition list inaccurate incomplete glandular fever home remedie rheumatic fever,1
sore throat,distinction symptom complication condition list inaccurate incomplete glandular fever home remedie rheumatic fever list condition,1
sore throat,canker toothache,1
sore throat,swallowing remedies scratchy,1
sore throat,tonsils Strep Mononucleosis fever cause,1
sore throat,Salt swallowing scratchy,1
sore throat,Neosporin canker,1
sore throat,information site distinction symptom complication condition site informational purpose list inaccurate incomplete glandular fever rheumatic fever,1
sore throat,esophageal strep,1
sore throat,esophageal fever strep swallowing,1
sore throat,list inaccurate incomplete glandular fever information site,1
sore throat,swallowing scratchy remedy,1
sore throat,tonsils Strep Mononucleosis fever,1
sore throat,complications strep prompt,1
