privateQuery,scrambledQuery,score
poker tournaments,Bellagio Satellite Beat,1
poker tournaments,fabef isthepasswordforkeifaberpoker,-1
poker tournaments,WSOP EPT sitngo,1
poker tournaments,keifaber pokertournament thepasswordfor,0
poker tournaments,Foeber,1
poker tournaments,aba interpoker absolute,0
poker tournaments,faberpoker,0
poker tournaments,passwordfor,1
poker tournaments,WSOP Absolute Titan Freerolls Players,1
poker tournaments,Whatisthepasswordfor,1
poker tournaments,440 faberpoker,0
poker tournaments,right reserved faber pokertournament vegas campaign contribution map real money player play free strategy tip,0
poker tournaments,prize pool faber pokertournament vegas campaign contribution map real money player,0
poker tournaments,Doyles WSOP Titan Freerolls Players,1
poker tournaments,Doyles Absolute Freerolls Players,1
poker tournaments,prize pool vegas campaign contribution map hand ranking faber pokertournament,0
poker tournaments,Festa al,1
poker tournaments,bodog plete,1
poker tournaments,largest There freeroll,1
poker tournaments,prize pool right reserved kei faber pokertournament vegas campaign contribution map play free strategy tip,0
poker tournaments,prize pool las vegas kei faber pokertournament vegas campaign contribution map real money player,0
poker tournaments,faberpoker faberpokertournament pokertournament,0
poker tournaments,prize pool real money player vegas campaign contribution map hand ranking keifaber pokertournament,0
poker tournaments,faber pokertournament,0
poker tournaments,thepasswordfor,1
poker tournaments,isthepassword,1
poker tournaments,kei faber pokertournament vegas campaign contribution map hand ranking real money player play free strategy tip,0
poker tournaments,prize pool right reserved faber pokertournament vegas campaign contribution map real money player,0
poker tournaments,online casino prize pool real money player commerce casino vegas campaign contribution map hand ranking,1
poker tournaments,Absolute Titan,1
poker tournaments,WSOP Absolute Titan Players,1
poker tournaments,PokerTime Big Razz,1
poker tournaments,prize pool commerce casino vegas campaign contribution map real money player,1
poker tournaments,Lago al Holdem,1
poker tournaments,prize pool real money player keifaber pokertournament thepasswordfor vegas campaign contribution map hand ranking entry fee,0
poker tournaments,faebr,1
poker tournaments,prize pool commerce casino vegas campaign contribution map hand ranking,1
poker tournaments,Festa Lago al,1
poker tournaments,Tilt Holyday Full,1
poker tournaments,kei faber pokertournament vegas campaign contribution map hand ranking real money player,0
poker tournaments,prize pool online casino kei faber pokertournament vegas campaign contribution map hand ranking,0
poker tournaments,Festa al Texas,1
poker tournaments,Doyles Absolute Titan Freerolls,1
poker tournaments,fayber,1
poker tournaments,prize pool right reserved kei faber pokertournament vegas campaign contribution map hand ranking,0
poker tournaments,Bellagio Texas Championship,1
poker tournaments,offer largest freeroll,1
poker tournaments,online casino prize pool vegas campaign contribution map hand ranking keifaber pokertournament,0
poker tournaments,rakeback potripper,1
poker tournaments,prize pool real money player vegas campaign contribution map right reserved hand ranking entry fee faber pokertournament,0
poker tournaments,faber pokertournament vegas campaign contribution map hand ranking real money player play free strategy tip,0
poker tournaments,prize pool play free strategy tip vegas campaign contribution map hand ranking entry fee keifaber pokertournament,0
poker tournaments,prize pool right reserved kei faber pokertournament vegas campaign contribution map real money player,0
poker tournaments,fees absolute titan,1
poker tournaments,prize pool kei faber pokertournament vegas campaign contribution map real money player play free strategy tip,0
poker tournaments,Satellite Winner Tour,1
poker tournaments,online casino prize pool real money player vegas campaign contribution map,1
poker tournaments,fabef keifaberpokertournament,-1
poker tournaments,fabef passwordforkeifaberpokertournament,-1
poker tournaments,pokertournament faberpoker faberpokertournament passwordfor,0
poker tournaments,passwordfor faberpokertournament,0
poker tournaments,prize pool commerce casino vegas campaign contribution map,1
poker tournaments,faberpoker whatis faberpokertournament,0
poker tournaments,prize pool online casino vegas campaign contribution map,1
poker tournaments,prize pool las vegas vegas campaign contribution map real money player,1
poker tournaments,prize pool real money player vegas campaign contribution map hand ranking entry fee keifaber pokertournament,0
poker tournaments,freeroll le multi,1
poker tournaments,prize pool keifaber pokertournament thepasswordfor keifaber pokertournament faber pokertournament,0
poker tournaments,pokertournament faberpoker,0
poker tournaments,prize pool kei faber pokertournament vegas campaign contribution map hand ranking play free strategy tip,0
poker tournaments,prize pool real money player commerce casino vegas campaign contribution map hand ranking las vegas,1
poker tournaments,prize pool keifaber pokertournament thepasswordfor entry fee keifaber pokertournament,0
poker tournaments,prize pool keifaber pokertournament faber pokertournament keifaber pokertournament thepasswordfor hand ranking,0
poker tournaments,keifaber pokertournament thepasswordfor hand ranking faber pokertournament,0
poker tournaments,prize pool right reserved faber pokertournament vegas campaign contribution map play free strategy tip,0
poker tournaments,real money player vegas campaign contribution map hand ranking keifaber pokertournament,0
poker tournaments,online casino prize pool real money player vegas campaign contribution map hand ranking keifaber pokertournament,0
poker tournaments,faqber,1
poker tournaments,prize pool real money player commerce casino hand ranking las vegas,1
poker tournaments,prize pool commerce casino kei faber pokertournament hand ranking real money player,0
