privateQuery,scrambledQuery,score
equal opportunity employer,Reuters Internship,1
equal opportunity employer,EEOC Affirmative discrimination,1
equal opportunity employer,EEO affirmative,1
equal opportunity employer,CyberCoders CyberScientific,1
equal opportunity employer,cybercoder cyberscientific cybercoder more information thomson reuters reasonable effort thomson reuters affirmative action minute inactivity,1
equal opportunity employer,cybercoder cyberscientific cybercoder thomson reuters affirmative action,1
equal opportunity employer,proud Manager,1
equal opportunity employer,Cancerandcareers Affirmative information,1
equal opportunity employer,CyberCoders RSbi,1
equal opportunity employer,Thomson Reuters Missoula,1
equal opportunity employer,cybercoder cyberscientific cybercoder minute inactivity,1
equal opportunity employer,Feb Action Internship,1
equal opportunity employer,Analyst affirmative,1
equal opportunity employer,CyberCoders MGC RSbi,1
equal opportunity employer,Action Reuters MI,1
equal opportunity employer,Ann Thomson MI,1
equal opportunity employer,disability difficulty yahoo reasonable effort thomson reuters affirmative action minute inactivity,1
equal opportunity employer,cybercoder cyberscientific cybercoder more information thomson reuters reasonable effort thomson reuters affirmative action,1
equal opportunity employer,Thomson Reuters Arbor,1
equal opportunity employer,CyberCoders MGC,1
equal opportunity employer,Yahoo committed,1
equal opportunity employer,Cancerandcareers Affirmative action,1
equal opportunity employer,Civil Law EEOC Commission discrimination,1
equal opportunity employer,strive site accessible candidate disability minute inactivity,1
equal opportunity employer,EPCWorks,1
equal opportunity employer,disability difficulty yahoo reasonable effort candidate disability,1
equal opportunity employer,OOD CyberCoders Cybercoders,1
equal opportunity employer,cybercoder cyberscientific cybercoder more information thomson reuters strive site accessible interview process thomson reuters affirmative action,1
equal opportunity employer,Feb BT found,1
equal opportunity employer,cybercoder cyberscientific cybercoder reasonable effort thomson reuters,1
equal opportunity employer,Reuters MI Arbor,1
equal opportunity employer,CyberCoders Feb considered Applicants,1
equal opportunity employer,Reuters Arbor,1
equal opportunity employer,ATS Avanadey,1
equal opportunity employer,proud Manage,1
equal opportunity employer,cybercoder cyberscientific cybercoder candidate disability,1
equal opportunity employer,At Avanadey Is,1
equal opportunity employer,CyberCoders,1
equal opportunity employer,Thomson Fiat,1
equal opportunity employer,thomson reuters affirmative action,1
equal opportunity employer,disability difficulty yahoo more information thomson reuters strive site accessible interview process minute inactivity affirmative action reasonable effort,1
equal opportunity employer,disability difficulty yahoo candidate disability thomson reuters affirmative action,1
equal opportunity employer,disability difficulty yahoo strive site accessible thomson reuters affirmative action minute inactivity,1
equal opportunity employer,disability difficulty yahoo thomson reuters minute inactivity affirmative action reasonable effort candidate disability,1
equal opportunity employer,disability difficulty yahoo more information thomson reuters interview process minute inactivity affirmative action candidate disability,1
equal opportunity employer,cybercoder cyberscientific cybercoder affirmative action,1
equal opportunity employer,cybercoder cyberscientific cybercoder more information thomson reuters strive site accessible thomson reuters affirmative action minute inactivity,1
equal opportunity employer,actionequal IT,1
equal opportunity employer,cybercoder cyberscientific cybercoder strive site accessible,1
equal opportunity employer,Pearland Cybercoders,1
equal opportunity employer,Commission EEOC discrimination Law,1
equal opportunity employer,Thomson found,1
equal opportunity employer,MBCS CyberCoders,1
equal opportunity employer,Reuters Arbor Feb Ann,1
equal opportunity employer,thomson reuters minute inactivity affirmative action,1
equal opportunity employer,Cybercoders,1
equal opportunity employer,disability difficulty yahoo thomson reuters cybercoder cyberscientific cybercoder strive site accessible interview process minute inactivity reasonable effort candidate disability,1
equal opportunity employer,Reuters Arbor Ann,1
equal opportunity employer,Thomson MI,1
equal opportunity employer,Cinnaminson Cybercoders,1
equal opportunity employer,strive site accessible reasonable effort candidate disability,1
equal opportunity employer,actionequal EPCWorks,1
equal opportunity employer,Feb Action Information,1
equal opportunity employer,Thomson Job,0
equal opportunity employer,Yahoo strive,1
equal opportunity employer,strive site accessible minute inactivity,1
equal opportunity employer,disability difficulty yahoo thomson reuters strive site accessible interview process minute inactivity affirmative action,1
equal opportunity employer,Cancerandcareers,1
