privateQuery,scrambledQuery,score
von willebrand disease,offspring clotting Regardless,1
von willebrand disease,bleeding blood menstrual factor,1
von willebrand disease,surgery clot heavy factor,1
von willebrand disease,A Willabrands Is,0
von willebrand disease,Factor aspirin Ristocetin,1
von willebrand disease,bleeding DDAVP dogs factor blood breeds,1
von willebrand disease,Wlllebrand A Is,1
von willebrand disease,factor viii severe symptom blood vessel,1
von willebrand disease,hypofibrinogenemia,1
von willebrand disease,aspirin nonsteroidal anti child pass gene offspring severity symptom factor viii,1
von willebrand disease,Factor reduced Ristocetin,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom child pass gene offspring severe symptom factor viii,1
von willebrand disease,clotting multimers corgi,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom severity symptom severe symptom factor viii,1
von willebrand disease,severity symptom child pass gene offspring,1
von willebrand disease,family history child pass gene offspring mild symptom aspirin nonsteroidal anti,1
von willebrand disease,DDAVP factor blood platelets,1
von willebrand disease,A Willabrands,0
von willebrand disease,platelets bleeding blood VIII,1
von willebrand disease,factor viii male female severe symptom blood vessel,1
von willebrand disease,child pass gene offspring child symptom,1
von willebrand disease,blood vessel aspirin nonsteroidal anti child pass gene offspring severe symptom factor viii,1
von willebrand disease,Women VIII surgery,1
von willebrand disease,Willabrands VWF,0
von willebrand disease,bleeding affecting factor,1
von willebrand disease,blood surgery heavy factor,1
von willebrand disease,mild symptom child symptom factor viii,1
von willebrand disease,Recominant,1
von willebrand disease,blood vessel child symptom factor viii,1
von willebrand disease,severe symptom child pass gene offspring aspirin nonsteroidal anti,1
von willebrand disease,menstrual Ristocetin primary,1
von willebrand disease,factor viii child pass gene offspring,1
von willebrand disease,gene menstrual nosebleeds,1
von willebrand disease,bleeding DDAVP factor platelets,1
von willebrand disease,blood vessel mild symptom child pass gene offspring factor viii male female,1
von willebrand disease,bleeding factor surgery heavy,1
von willebrand disease,factor viii severity symptom severe symptom,1
von willebrand disease,bleeding Alphanate Willabrands assay,0
von willebrand disease,Galantiamine Is,1
von willebrand disease,gene menstrual heavy,1
von willebrand disease,Wlllebrand,1
von willebrand disease,Wlllebrand Galantiamine,1
von willebrand disease,Angiohaemophilia,1
von willebrand disease,blood vessel aspirin nonsteroidal anti child pass gene offspring family history factor viii,1
von willebrand disease,factor viii family history blood vessel,1
von willebrand disease,factor viii severe symptom aspirin nonsteroidal anti,1
von willebrand disease,factor viii male female blood vessel,1
von willebrand disease,blood vessel mild symptom factor viii,1
von willebrand disease,blood vessel child pass gene offspring factor viii male female,1
von willebrand disease,aspirin VIII Bleeding,1
von willebrand disease,menstrual factor blood surgery,1
von willebrand disease,bleeding clump bleed,1
von willebrand disease,clotting multimers,1
von willebrand disease,factor Alphanate patients assay,1
von willebrand disease,reduce bleeding factor,1
von willebrand disease,child pass gene offspring mild symptom aspirin nonsteroidal anti,1
von willebrand disease,bleeding Many factor,1
von willebrand disease,bleeding blood breeds DDAVP,1
von willebrand disease,Angiohemophilia Angiohaemophilia,1
von willebrand disease,Wlllebrand Galantiamine Is,1
von willebrand disease,larger clotting multimers,1
von willebrand disease,bleeding surgery menstrual factor,1
von willebrand disease,clotting multimers Pembroke,1
von willebrand disease,factor Alphanate assay,1
von willebrand disease,bleedings factor facilities,1
von willebrand disease,Alphanate Willabrands,0
von willebrand disease,advent platelet VIII,1
von willebrand disease,family history severity symptom child pass gene offspring,1
von willebrand disease,factor viii male female severity symptom mild symptom,1
von willebrand disease,PharmGKB Angiohaemophilia,1
von willebrand disease,blood factor breeds DDAVP,1
von willebrand disease,blood vessel aspirin nonsteroidal anti severity symptom factor viii,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom severity symptom child symptom factor viii,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom family history severity symptom factor viii,1
von willebrand disease,Many factor bleed,1
von willebrand disease,bleeding Lawrence factor platelets,1
von willebrand disease,dogs symptoms bleeding factors,1
von willebrand disease,VIII affected surgery,1
von willebrand disease,dysfibrinogenemia Dysfibrinogenemias,1
von willebrand disease,mild reduced VIII,1
von willebrand disease,severity symptom child pass gene offspring aspirin nonsteroidal anti,1
von willebrand disease,ntihemophilic,1
von willebrand disease,bleeding affects factor,1
von willebrand disease,Willabrand,0
von willebrand disease,factor viii child symptom,1
von willebrand disease,platelets bleeding VIII,1
von willebrand disease,bleeding VWF patients Alphanate factor,1
von willebrand disease,A Willabrand,0
von willebrand disease,blood vessel child pass gene offspring child symptom factor viii male female,1
von willebrand disease,platelets blood DDAVP,1
von willebrand disease,blood vessel aspirin nonsteroidal anti child pass gene offspring child symptom factor viii,1
von willebrand disease,factor viii blood vessel,1
von willebrand disease,clot bleeding menstrual factor surgery,1
von willebrand disease,bleeding DDAVP factor blood breeds,1
von willebrand disease,aspirin nonsteroidal anti mild symptom child pass gene offspring factor viii,1
von willebrand disease,blood vessel aspirin nonsteroidal anti child pass gene offspring severity symptom factor viii,1
von willebrand disease,parahaemophilia,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom family history factor viii,1
von willebrand disease,symptoms bleeding clotting dogs factors,1
von willebrand disease,blood vessel child pass gene offspring severe symptom factor viii male female,1
von willebrand disease,blood vessel mild symptom child pass gene offspring child symptom factor viii,1
von willebrand disease,severe symptom child pass gene offspring,1
von willebrand disease,Dysfibrinogenemiac,1
von willebrand disease,Factor VIII classification,1
von willebrand disease,Galantiamine A,1
von willebrand disease,clotting multimers episodes,1
von willebrand disease,aspirin nonsteroidal anti mild symptom factor viii,1
von willebrand disease,factor viii aspirin nonsteroidal anti blood vessel,1
von willebrand disease,family history severity symptom mild symptom blood vessel,1
von willebrand disease,bleeding VIII factor blood platelets,1
von willebrand disease,factor viii severity symptom child symptom,1
von willebrand disease,Dysfibrinogenemias,1
von willebrand disease,Wlllebrand Galantiamine A,1
von willebrand disease,reduced aspirin Ristocetin,1
von willebrand disease,aspirin nonsteroidal anti child pass gene offspring family history factor viii,1
von willebrand disease,dogs clotting bleeding factors,1
von willebrand disease,bleeding DDAVP dogs factor blood,1
von willebrand disease,factor viii male female mild symptom blood vessel,1
von willebrand disease,child pass gene offspring child symptom factor viii male female,1
von willebrand disease,aspirin prolonged Ristocetin,1
von willebrand disease,blood vessel child pass gene offspring severity symptom factor viii male female,1
von willebrand disease,family history child pass gene offspring child symptom,1
von willebrand disease,family history child pass gene offspring aspirin nonsteroidal anti blood vessel,1
von willebrand disease,factor bleeding DDAVP,1
von willebrand disease,Types bleeding ability,1
von willebrand disease,blood vessel mild symptom child pass gene offspring male female,1
von willebrand disease,hypofibrinogenemia Dysfibrinogenemias,1
von willebrand disease,factor viii family history child symptom,1
von willebrand disease,bleeding Alphanate patients Willabrands,0
von willebrand disease,aspirin nonsteroidal anti child pass gene offspring severe symptom factor viii,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom child symptom factor viii,1
von willebrand disease,factor viii family history male female aspirin nonsteroidal anti,1
von willebrand disease,DDAVP fresh affected,1
von willebrand disease,Galantiamine A Is,1
von willebrand disease,factor platelets blood VIII,1
von willebrand disease,Thromb,1
von willebrand disease,Type bleeding form,1
von willebrand disease,bleeding clump factor,1
von willebrand disease,Thromb Haemost Hegadorn,1
von willebrand disease,hypofibrinogenemia dysfibrinogenemia,1
von willebrand disease,bleeding Alphanate patients assay,1
von willebrand disease,aspirin nonsteroidal anti mild symptom child pass gene offspring family history factor viii,1
von willebrand disease,Wlllebrand Is,1
von willebrand disease,blood menstrual factor,1
von willebrand disease,cofactor menstrual prolonged,1
von willebrand disease,McLimont,1
von willebrand disease,cofactor aspirin prolonged,1
von willebrand disease,bleeding DDAVP dogs factor breeds,1
von willebrand disease,aspirin nonsteroidal anti mild symptom family history factor viii,1
von willebrand disease,nose bleeding multimers,1
von willebrand disease,affecting factor platelets,1
von willebrand disease,Lillicrap Hegadorn,1
von willebrand disease,bleeding DDAVP factor blood platelets,1
von willebrand disease,stress bleeding factors,1
von willebrand disease,factor viii male female aspirin nonsteroidal anti blood vessel,1
von willebrand disease,factor DDAVP,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom severity symptom factor viii,1
von willebrand disease,bleeding gene menstrual,1
von willebrand disease,Factor menstrual nosebleeds,1
von willebrand disease,affects factor platelets,1
von willebrand disease,Hypofibrinogenemia,1
von willebrand disease,clotting Shetland multimers,1
von willebrand disease,aspirin nonsteroidal anti factor viii,1
von willebrand disease,trauma DDAVP factor,1
von willebrand disease,aspirin Ristocetin levels,1
von willebrand disease,Lillicrap Thromb Haemost Hegadorn,1
von willebrand disease,aspirin VIII history,1
von willebrand disease,Angiohemophilias,1
von willebrand disease,Pseudohemophilia,1
von willebrand disease,clotting multimers German,1
von willebrand disease,child pass gene offspring severity symptom factor viii male female,1
von willebrand disease,factor bleeding Willabrands,0
von willebrand disease,blood vessel mild symptom child symptom factor viii,1
von willebrand disease,blood vessel aspirin nonsteroidal anti child pass gene offspring family history severe symptom factor viii,1
von willebrand disease,platelet affects factor,1
von willebrand disease,bleeding factor breeds DDAVP,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom child pass gene offspring family history severe symptom factor viii,1
von willebrand disease,bleeding Alphanate Willabrands,0
von willebrand disease,factor viii male female aspirin nonsteroidal anti,1
von willebrand disease,Willabrands,0
von willebrand disease,bleeding form type,1
von willebrand disease,A Dysfibrinogenemiac,1
von willebrand disease,family history child pass gene offspring mild symptom,1
von willebrand disease,aspirin nonsteroidal anti child pass gene offspring family history severity symptom factor viii,1
von willebrand disease,VonWillebrand,0
von willebrand disease,clump VIII platelets,1
von willebrand disease,Thromb Lillicrap Hegadorn,1
von willebrand disease,factor viii severity symptom aspirin nonsteroidal anti,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom family history severity symptom severe symptom factor viii,1
von willebrand disease,child pass gene offspring blood vessel,1
von willebrand disease,aspirin VIII prolonged,1
von willebrand disease,blood vessel aspirin nonsteroidal anti child pass gene offspring family history severity symptom factor viii,1
von willebrand disease,factor viii family history child pass gene offspring,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom child pass gene offspring family history severity symptom factor viii,1
von willebrand disease,factor viii male female severity symptom blood vessel,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom family history child symptom factor viii,1
von willebrand disease,blood vessel aspirin nonsteroidal anti severe symptom factor viii,1
von willebrand disease,aspirin VIII Ristocetin,1
von willebrand disease,mild symptom child pass gene offspring factor viii male female,1
von willebrand disease,Lillicrap Thromb Haemost,1
von willebrand disease,clot bleeding factor surgery heavy,1
von willebrand disease,mild symptom factor viii,1
von willebrand disease,gene heavy nosebleeds,1
von willebrand disease,menstrual majority Ristocetin,1
von willebrand disease,factor viii male female child symptom,1
von willebrand disease,Angiohemophilia,1
von willebrand disease,blood vessel aspirin nonsteroidal anti mild symptom factor viii,1
von willebrand disease,blood vessel aspirin nonsteroidal anti child pass gene offspring factor viii,1
von willebrand disease,dysfibrinogenemia,1
von willebrand disease,blood vessel aspirin nonsteroidal anti family history severe symptom child symptom factor viii,1
von willebrand disease,clotting multimers sheepdog,1
von willebrand disease,bleeding factor blood surgery heavy,1
von willebrand disease,reduce DDAVP factor,1
von willebrand disease,bleeding assay patients Alphanate Willabrands factor,0
