privateQuery,scrambledQuery,score
alexian brothers hospital,plasminogen cessation anticoagulation,1
alexian brothers hospital,patient safety american stroke association stroke gold elk grove village,1
alexian brothers hospital,The KineAssistTM,1
alexian brothers hospital,Stroke Village System,1
alexian brothers hospital,Stroke mistakes Alexius,1
alexian brothers hospital,Elk IL Village Hoffman,1
alexian brothers hospital,Village Rehabilitation Grove,1
alexian brothers hospital,anticoagulation therapy patient safety stroke honor roll arlington heights elk grove village,1
alexian brothers hospital,The A KineAssistTM,1
alexian brothers hospital,IL Elk Alexius,1
alexian brothers hospital,anticoagulation therapy patient safety hoffman estates stroke honor roll joint commission elk grove village stroke gold,1
alexian brothers hospital,initial Primary Alexius,1
alexian brothers hospital,stroke Neurosciences Alexius IL,1
alexian brothers hospital,Rehabilitation Grove Alexius,1
alexian brothers hospital,patient safety arlington heights elk grove village stroke gold,1
alexian brothers hospital,safety reducing Alexius,1
alexian brothers hospital,IL Hoffman Elk Village Grove Alexius,1
alexian brothers hospital,patient safety stroke honor roll elk grove village american stroke association,1
alexian brothers hospital,anticoagulation therapy patient safety hoffman estates joint commission elk grove village stroke gold,1
alexian brothers hospital,Stroke Elk System,1
alexian brothers hospital,Physiatry KineAssistTM,1
alexian brothers hospital,Hoffman Village Elk,1
alexian brothers hospital,Grove KineAssistTM Chicago,1
alexian brothers hospital,IL Hoffman Elk Village Alexius Cancer,1
alexian brothers hospital,survivors Elk Rehabilitation,1
alexian brothers hospital,patient safety american stroke association arlington heights elk grove village american stroke association target,1
alexian brothers hospital,patient safety mobility return daily activitie american heart association stroke honor roll arlington heights elk grove village,1
alexian brothers hospital,system stroke Grove,1
alexian brothers hospital,patient safety american stroke association arlington heights elk grove village,1
alexian brothers hospital,Elk Village Rehabilitation stroke Alexius,1
alexian brothers hospital,In reducing Alexius,1
alexian brothers hospital,Primary Commission Alexius,1
alexian brothers hospital,Hoffman Elk System,1
alexian brothers hospital,patient safety mobility return daily activitie stroke honor roll arlington heights elk grove village american stroke association target,1
alexian brothers hospital,anticoagulation therapy patient safety hoffman estates joint commission elk grove village,1
alexian brothers hospital,IL Hoffman Village Grove Alexius,1
alexian brothers hospital,anticoagulation therapy elk grove village american heart association stroke honor roll,1
alexian brothers hospital,Rehabilitation stroke Grove,1
alexian brothers hospital,hoffman estates joint commission elk grove village,1
alexian brothers hospital,ABHS systemwide Werrbach,1
alexian brothers hospital,anticoagulation therapy hoffman estates stroke honor roll joint commission elk grove village american stroke association target,1
alexian brothers hospital,systemwide Werrbach,1
alexian brothers hospital,patient safety american stroke association arlington heights elk grove village american stroke association target mobility return daily activitie,1
alexian brothers hospital,Quality Alexius Arlington,1
alexian brothers hospital,patient safety elk grove village hoffman estates american heart association,1
alexian brothers hospital,Neurostimulation KineAssistTM,1
alexian brothers hospital,patient safety elk grove village hoffman estates joint commission american stroke association target,1
alexian brothers hospital,anticoagulation therapy patient safety american heart association hoffman estates stroke honor roll joint commission elk grove village,1
alexian brothers hospital,Elk Rehabilitation KineAssistTM,1
alexian brothers hospital,Elk stroke Alexius,1
alexian brothers hospital,anticoagulation therapy elk grove village joint commission,1
alexian brothers hospital,patient safety mobility return daily activitie arlington heights elk grove village american stroke association,1
alexian brothers hospital,patient safety stroke gold elk grove village american heart association,1
alexian brothers hospital,anticoagulation therapy patient safety stroke honor roll elk grove village,1
alexian brothers hospital,patient safety stroke honor roll arlington heights elk grove village stroke gold,1
alexian brothers hospital,Center Elk Recognized,1
alexian brothers hospital,patient safety anticoagulation therapy arlington heights elk grove village american stroke association target,1
alexian brothers hospital,Elk Village Rehabilitation Grove,1
alexian brothers hospital,hoffman estates elk grove village,1
alexian brothers hospital,anticoagulation therapy patient safety mobility return daily activitie arlington heights elk grove village american stroke association,1
alexian brothers hospital,Village KineAssistTM Chicago,1
alexian brothers hospital,aggressive Alexius quality,1
alexian brothers hospital,plasminogen cessation prophylaxis,1
alexian brothers hospital,Hoffman Elk Estates,1
alexian brothers hospital,stroke gold elk grove village joint commission,1
alexian brothers hospital,IL Hoffman Elk Grove,1
alexian brothers hospital,stroke gold arlington heights elk grove village,1
alexian brothers hospital,RehabilitationHospitalalexiannet KineAssistTM,-1
alexian brothers hospital,anticoagulation therapy hoffman estates joint commission elk grove village stroke gold,1
alexian brothers hospital,Physiatry To KineAssistTM,1
alexian brothers hospital,The reducing Alexius,1
alexian brothers hospital,Award continuously Alexius,1
alexian brothers hospital,Wende This Fedder,1
alexian brothers hospital,patient safety mobility return daily activitie elk grove village american stroke association stroke gold,1
alexian brothers hospital,Rehabilitation KineAssistTM,1
alexian brothers hospital,Elk Rehabilitation stroke Alexius,1
alexian brothers hospital,Partnership Rehabilitation Grove,1
alexian brothers hospital,patient safety hoffman estates stroke honor roll,1
alexian brothers hospital,patient safety arlington heights stroke gold,1
alexian brothers hospital,IL Hoffman Grove Alexius Cancer,1
alexian brothers hospital,Village KineAssistTM stroke,1
alexian brothers hospital,awarded continuously Alexius,1
alexian brothers hospital,successfully Alexius quality,1
alexian brothers hospital,Stroke Village Quality,1
alexian brothers hospital,Rehabilitation Grove KineAssistTM,1
alexian brothers hospital,Quality Grove Alexius,1
alexian brothers hospital,reducing Alexius,1
alexian brothers hospital,Wende Fedder With,1
alexian brothers hospital,anticoagulation therapy patient safety mobility return daily activitie american heart association stroke honor roll arlington heights elk grove village,1
alexian brothers hospital,patient safety stroke honor roll joint commission elk grove village stroke gold,1
alexian brothers hospital,american stroke association anticoagulation therapy elk grove village,1
alexian brothers hospital,stroke Alexius Elk IL,1
alexian brothers hospital,KineAssistTM Grove,1
alexian brothers hospital,anticoagulation therapy stroke honor roll joint commission elk grove village stroke gold,1
alexian brothers hospital,Elk Village Rehabilitation KineAssistTM Grove,1
alexian brothers hospital,Rehabilitation stroke Grove Village,1
alexian brothers hospital,Elk KineAssistTM Chicago,1
alexian brothers hospital,Neurolgoy Alexius,1
alexian brothers hospital,anticoagulation therapy patient safety hoffman estates elk grove village,1
alexian brothers hospital,IL Elk performed,1
alexian brothers hospital,Stroke Grove Arlington,1
alexian brothers hospital,patient safety mobility return daily activitie arlington heights elk grove village american stroke association stroke gold,1
alexian brothers hospital,KineAssistTM,1
alexian brothers hospital,patient safety arlington heights stroke honor roll,1
alexian brothers hospital,elk grove village hoffman estates stroke honor roll,1
alexian brothers hospital,Hoffman Elk,1
alexian brothers hospital,commitment reducing Alexius,1
alexian brothers hospital,IL Hoffman Elk Village Grove Alexius Cancer,1
alexian brothers hospital,plasminogen prophylaxis antithrombotics,1
alexian brothers hospital,american stroke association elk grove village joint commission,1
alexian brothers hospital,survivors Rehabilitation Grove,1
alexian brothers hospital,Stroke Elk Quality,1
alexian brothers hospital,Elk Grove Village Hoffman,1
alexian brothers hospital,Frey Ascension,1
alexian brothers hospital,KineAssistTM Empowermentis,1
alexian brothers hospital,Elk Grove KineAssistTM Chicago,1
alexian brothers hospital,Werrbach,1
alexian brothers hospital,patient safety american heart association arlington heights elk grove village american stroke association target,1
alexian brothers hospital,patient safety hoffman estates elk grove village stroke gold,1
alexian brothers hospital,St reducing Alexius,1
alexian brothers hospital,GoldPlus Wende Fedder,1
alexian brothers hospital,RehabilitationHospitalalexiannet To KineAssistTM,-1
alexian brothers hospital,Rehabilitation Elk KineAssistTM Chicago,1
alexian brothers hospital,patient safety elk grove village stroke honor roll american stroke association target,1
alexian brothers hospital,Stroke Elk,1
alexian brothers hospital,anticoagulation therapy hoffman estates,1
alexian brothers hospital,patient safety stroke honor roll arlington heights elk grove village american stroke association,1
alexian brothers hospital,system Elk stroke,1
alexian brothers hospital,Primary commitment Alexius,1
alexian brothers hospital,stroke Elk,1
alexian brothers hospital,Alexius Elk Village Hoffman,1
alexian brothers hospital,Village Rehabilitation stroke Grove Alexius,1
alexian brothers hospital,patient safety elk grove village american stroke association target,1
alexian brothers hospital,Village surgical Alexius,1
alexian brothers hospital,Rehabilitation stroke Grove Alexius,1
alexian brothers hospital,Elk Village Rehabilitation Outpatient stroke Alexius,1
alexian brothers hospital,Stroke Grove System,1
alexian brothers hospital,Neurolgoy,1
alexian brothers hospital,stroke gold anticoagulation therapy elk grove village hoffman estates,1
alexian brothers hospital,elk grove village joint commission american stroke association target,1
alexian brothers hospital,anticoagulation therapy patient safety stroke honor roll arlington heights elk grove village stroke gold,1
alexian brothers hospital,patient safety mobility return daily activitie stroke honor roll arlington heights elk grove village american stroke association,1
alexian brothers hospital,Elk information Rehabilitation,1
alexian brothers hospital,patient safety mobility return daily activitie american heart association stroke honor roll elk grove village,1
alexian brothers hospital,stroke Alexius Grove IL,1
alexian brothers hospital,Elk Village Chicago Rehabilitation Grove,1
alexian brothers hospital,patient safety arlington heights elk grove village american heart association,1
alexian brothers hospital,anticoagulation therapy patient safety mobility return daily activitie stroke honor roll arlington heights elk grove village,1
alexian brothers hospital,Hoffman Village Grove,1
alexian brothers hospital,Hoffman Elk performed,1
alexian brothers hospital,patient safety stroke honor roll arlington heights elk grove village,1
alexian brothers hospital,Village Rehabilitation Outpatient stroke Alexius,1
alexian brothers hospital,patient safety stroke gold elk grove village,1
alexian brothers hospital,patient safety american heart association stroke honor roll arlington heights elk grove village,1
alexian brothers hospital,consecutive Alexius quality,1
alexian brothers hospital,Elk KineAssistTM stroke,1
alexian brothers hospital,patient safety hoffman estates joint commission elk grove village,1
alexian brothers hospital,Stroke Elk Arlington,1
alexian brothers hospital,IL Hoffman Village Grove Alexius Cancer,1
alexian brothers hospital,anticoagulation therapy joint commission elk grove village stroke gold,1
alexian brothers hospital,Alexius Elk Grove Hoffman,1
alexian brothers hospital,anticoagulation therapy elk grove village stroke honor roll american stroke association target,1
alexian brothers hospital,anticoagulation therapy elk grove village hoffman estates american stroke association target,1
alexian brothers hospital,patient safety stroke gold elk grove village stroke honor roll,1
alexian brothers hospital,Elk Grove Hoffman,1
alexian brothers hospital,anticoagulation therapy elk grove village joint commission american stroke association target,1
alexian brothers hospital,Elk Rehabilitation Outpatient Grove,1
alexian brothers hospital,patient safety elk grove village stroke honor roll,1
alexian brothers hospital,plasminogen thrombosis cessation,1
alexian brothers hospital,anticoagulation therapy patient safety hoffman estates stroke honor roll joint commission elk grove village american stroke association target,1
alexian brothers hospital,hoffman estates joint commission elk grove village american stroke association,1
alexian brothers hospital,oversees ambulatory Congregation,1
alexian brothers hospital,american stroke association elk grove village hoffman estates,1
